team_name,firm_name,lead_name,email,members,address
Jones & Associates,Ridgeway Wealth Management,Karen Jones,kjones@ridgewaywm.com,,"8597 Elm Pl, Portland, OR 97201"
Baker Private Wlth Grp,Ameriprise Financial Services,"Anderson, Jennifer",,,"5502 Highland Dr, San Diego, CA 92101"
Asset Mgmt Grp,Edward Jones,,,,"302 Commerce Rd, Atlanta, GA 30301"
Edwards & Associates,Janney Montgomery Scott,Sandra Edwards,,Sandra Edwards|Linda Jackson|Amanda Carter|George Anderson|Rick Morris|Tom Yang,"5090 Hill Court, Atlanta, GA 30301"
Rivera & Associates,Oppenheimer & Co.,,riveras@opco.com,Sarah Rivera|Mike Jackson|Jacob Jones|Jennifer Jones,
Morris Institutional Grp,Edward Jones,"Mitchell, Jeff",,Jeff Mitchell|Sarah Edwards|Sandra Edwards,"6313 Oak Court, Austin, TX 78701"
Mitchell Cap Ptnrs,Crestwood Family Office,,,Joe Martin|David Taylor|Jennifer Stewart,"4466 Commerce Way, Dallas, TX 75201"
Chen Grp,Summit Peak Advisors,"Evans, Jessica",,Jessica Evans|Tom Evans|Amanda Adams|Mike Morris|Mike Nguyen,"4178 Maple St, San Diego, CA 92101"
Flores Private Client Grp,DA Davidson & Co.,Dan Chen,dan.chen@dadavidson.com,Dan Chen|Don Yang|Megan White|Tony Nguyen|Ashley Zhang|Ed Hall,"2672 Oak Ln, Atlanta, GA 30301"
Jackson Institutional Grp,UBS Financial Services,,,,"4611 Lake Pl, New York, NY 10022"
Lee Ptnrs,Parkside Wealth Strategies,Ken Scott,,,
Rivera Private Client Grp,Robert W. Baird & Co.,,davisj@rwbaird.com,,"8426 Jefferson Court, Seattle, WA 98101"
Reyes Tax & Wlth Grp,Commonwealth Financial Network,Tim Turner,,Tim Turner|David Nelson|Andy Flores|Bill Diaz|Amanda Brown|Rick Jackson|Tim Wang,"5924 Commerce Ave, San Francisco, CA 94101"
Gomez Grp,Parkside Wealth Strategies,Nancy Gomez,,,
Zhang Cap,Meridian Private Wealth,,,Brian Zhang|Susan Zhang|Sandra Mitchell|George Phillips|Emily Campbell,"3445 Commerce Court, Houston, TX 77001"
Johnson Wlth Mgmt Grp,Janney Montgomery Scott,,,Tim Phillips|Mike Liu,
Miller Private Wlth Grp,Raymond James Financial Services,,millert@raymondjames.com,Tom Miller|Karen Zhang|Rick Khan|Mark Jackson|Jim King,"4565 Washington St, Raleigh, NC 27601"
Young Wlth Mgmt,Clearwater Capital Group,,,,"6220 Madison St, Seattle, WA 98101"
Morris Family Wlth Grp,National Planning Holdings,Ken Yang,,Ken Yang|Susan Green|Jessica Adams,"9776 Oak Rd, Seattle, WA 98101"
Moore Family Wlth Grp,DA Davidson & Co.,Chris Moore,moorec@dadavidson.com,Chris Moore|Kev Brown,"9402 Madison Way, San Francisco, CA 94101"
Allen Institutional Grp,Edward Jones,,,Matt Thompson|Lisa Stewart,"5357 Maple Rd, Charlotte, NC 28201"
Retirement Solutions Grp,Edward Jones,George Wang,,,"3232 River Court, Baltimore, MD 21201"
Kim & Associates,Oppenheimer & Co.,,,Emily Kim|Ashley Williams|Tony Hill|Tim Martin|Dan Liu|Don Khan|Linda Reyes,"5208 Main Blvd, New York, NY 10022"
Jones Adv Grp,Stifel Nicolaus & Company,Ryan Edwards,,Ryan Edwards|Barbara Roberts|Patricia Huang|Betty Taylor|Bill Morris|Patricia Patel|Barbara Johnson|Charles Parker,
Phillips & Associates,Highfield Asset Management,Patricia Phillips,patricia.phillips@highfieldam.com,,"4922 Elm Pkwy, Kansas City, MO 64101"
& Reyes Ptnrs,Raymond James Financial Services,"Yang, Linda",,Linda Yang|Patricia Morgan,"8979 Elm Ave, Raleigh, NC 27601"
& Patel Adv,Oppenheimer & Co.,,john.reyes@opco.com,John Reyes|Paul Cruz|Mike Parker,"8133 Madison Dr, Baltimore, MD 21201"
Kim & Edwards Grp,Meridian Private Wealth,"Kim, Jason",,,
Green Cap Grp,Commonwealth Financial Network,,jtorres@commonwealth.com,Jim Torres|Ashley Rivera|Karen Edwards|Emily Chen|Paul Williams,"8804 Madison Court, Portland, OR 97201"
Nelson Wlth,Northgate Investment Partners,"Nelson, Ashley",,Ashley Nelson|Matt Zhang|Ron Diaz,"7687 Washington Ave, Chicago, IL 60601"
Smith & Associates,Crestwood Family Office,"Lee, Sandra",lees@crestwoodfo.com,,"8119 Main St, Memphis, TN 38101"
Thomas Ptnrs,Meridian Private Wealth,"Wilson, David",wilsond@meridianpw.com,David Wilson|Margaret Patel|Tony Mitchell|Charles Rivera,
Yang Cap Grp,Janney Montgomery Scott,Mark Taylor,,Mark Taylor|Jason Lee|Ken Phillips|Brian Rivera|Linda Edwards|Tim Thomas|David Wang,
Smith & Gomez Ptnrs,Harborview Private Wealth,Dan Smith,,,"9624 Washington Ln, Houston, TX 77001"
Patel Fin Grp,Hilliard Lyons,,mitchellm@hl.com,,"8804 River Pl, Austin, TX 78701"
Morris & Associates,DA Davidson & Co.,Ken Morris,ken.morris@dadavidson.com,Ken Morris|Karen Stewart|Brian Diaz|Ashley White,"6218 Main Pkwy, Kansas City, MO 64101"
Morgan Portfolio Grp,Wells Fargo Advisors,,,Charles Mitchell|Ashley Green|Jim Thomas|Helen Moore|Ed Rivera,"2568 Madison Ln, Baltimore, MD 21201"
Brown Inv Grp,Merrill Lynch Pierce Fenner & Smith,Lisa Hall,,,
Evans Fin Grp,Woodbury Financial Services,Tony Anderson,andersona@woodburyfs.com,,
Asset Mgmt Grp,Cambridge Investment Research,"Wright, Ashley",ashley.wright@cambridgeinv.com,,"9175 Park Court, Denver, CO 80201"
Huang Family Wlth Grp,Edward Jones,,,Matt Turner|Charles Harris|Jennifer Williams|Linda Khan|Kev Phillips|Tim Turner|Amanda Harris|Charles Evans,"7205 Cedar Ln, Nashville, TN 37201"
Wlth Mgmt Grp,Robert W. Baird & Co.,"Hill, Megan",,,"3327 Park Rd, St. Louis, MO 63101"
Green Cap,Ridgeway Wealth Management,,,,"8858 Oak Way, Los Angeles, CA 90001"
Phillips Fin Grp,Stifel Nicolaus & Company,,,Paul Anderson|Sandra Rivera|Tony Williams|Dan Hall,"1332 Maple Pkwy, Nashville, TN 37201"
Edwards Fin Grp,Hilliard Lyons,,edwardsa@hl.com,Tony Edwards|Nancy Davis,"4697 Madison Blvd, New York, NY 10022"
Moore Wlth Ptnrs,Stifel Nicolaus & Company,Bill Parker,,,
Mitchell Retirement Solutions Grp,Wells Fargo Advisors,Ashley Kim,,,"6798 Lincoln Ave, Raleigh, NC 27601"
Phillips Asset Mgmt,Meridian Private Wealth,"Rivera, David",,,"5805 Elm Ln, Seattle, WA 98101"
Diaz Family Wlth Grp,Stifel Nicolaus & Company,"Gomez, Kev",,,
Diaz & Associates,Harborview Private Wealth,"Diaz, Paul",paul.diaz@harborviewpw.com,,
Scott Grp,Crestwood Family Office,,,George Wang|Andy Evans|Emily Hill|Bob Hill,
Brown Fin Grp,Wells Fargo Advisors,"Nelson, Joe",joe.nelson@wellsfargoadv.com,,
Reyes & King Ptnrs,Meridian Private Wealth,"Reyes, Nancy",,Nancy Reyes|Jim Moore,"1485 Spring Dr, Raleigh, NC 27601"
Miller & Associates,UBS Financial Services,"Miller, Sarah",,,"5971 Highland Ln, San Antonio, TX 78201"
Johnson Wlth Adv,Morgan Stanley Wealth Management,Mike Johnson,,Mike Johnson|Emily White|Rachel Yang|George Taylor,"1425 Willow Court, Austin, TX 78701"
Huang Inv Ptnrs,Meridian Private Wealth,Charles Collins,,Charles Collins|Rick Allen|Sarah Thompson,"4296 Willow Ln, San Jose, CA 95101"
Evans Inv Ptnrs,Crestwood Family Office,Jessica Evans,jevans@crestwoodfo.com,Jessica Evans|Emily Torres|Brian Garcia,"4681 Maple Dr, Raleigh, NC 27601"
Carter Tax & Wlth Grp,UBS Financial Services,,carterd@ubs.com,Don Carter|Jim Scott|Jeff Parker|Ed Morris|Sandra Phillips,"5290 Spring Pkwy, Indianapolis, IN 46201"
Jones Wlth Mgmt Grp,Hilliard Lyons,,,,
Johnson Institutional Grp,Ameriprise Financial Services,,,,"6256 Lake Court, Washington, DC 20001"
Gomez Tax & Wlth Grp,Woodbury Financial Services,"Gomez, Ryan",rgomez@woodburyfs.com,Ryan Gomez|Jim Morgan,"9358 Elm Court, Charlotte, NC 28201"
Brown & Associates,Securities America,"Brown, Andy",,Andy Brown|Mike Carter|Matt Stewart|Rick Roberts|Rick Moore,"2467 Market Pl, Los Angeles, CA 90001"
Brown Inv Ptnrs,Kingsbridge Capital Advisors,Nancy Mitchell,,,
Phillips Retirement Solutions Grp,Robert W. Baird & Co.,Mike Stewart,,,
Rivera Fin Grp,Hilliard Lyons,,,Rick Morris|Charles White|John Zhang|Jason Brown|Karen Hill|Sarah Cruz|Karen Yang,"5114 Commerce St, Denver, CO 80201"
Diaz Wlth Ptnrs,Morgan Stanley Wealth Management,Rachel Diaz,rdiaz@morganstanley.com,,"4559 Lincoln Ave, Memphis, TN 38101"
Cruz Fin Ptnrs,Highfield Asset Management,,,Jacob Cruz|Karen Huang|Nancy Green,"3723 Spring St, St. Louis, MO 63101"
Diaz Private Client Grp,Cambridge Investment Research,Karen Diaz,kdiaz@cambridgeinv.com,Karen Diaz|Tony Lee|Patricia Roberts|Ron Harris|Rachel Miller|Megan Allen,"7600 Spring Way, Indianapolis, IN 46201"
White & Associates,Commonwealth Financial Network,,,,
Tax & Wlth Grp,National Planning Holdings,"Wilson, Mike",mike.wilson@nph.com,Mike Wilson|Dorothy Green|David King|Amanda Edwards,"6450 Main Pkwy, Minneapolis, MN 55401"
Morgan Retirement Solutions Grp,Merrill Lynch Pierce Fenner & Smith,Ryan Morgan,,Ryan Morgan|Betty Turner|Karen Wang,"5154 Hill Dr, Phoenix, AZ 85001"
Brown Cap,Kingsbridge Capital Advisors,,,Amanda Rivera|Matt Turner|Mark Zhang|Don Smith,
Harris Private Wlth Grp,Woodbury Financial Services,George Young,george.young@woodburyfs.com,,
Khan Adv Grp,DA Davidson & Co.,,,,"3060 Jefferson Rd, Denver, CO 80201"
Mitchell & Associates,Cetera Financial Group,"Mitchell, Ryan",ryan.mitchell@cetera.com,Ryan Mitchell|Karen Wang|Helen Roberts|George Scott|Ron Morris|Tony Mitchell|Joe King,"5566 Highland St, St. Louis, MO 63101"
Huang & Associates,Commonwealth Financial Network,Karen Huang,,,
Family Wlth Grp,Ameriprise Financial Services,Rick Reyes,reyesr@ampf.com,,"4584 Cedar Rd, Las Vegas, NV 89101"
& Wright Ptnrs,Cetera Financial Group,"Liu, David",,David Liu|Jim Huang,"9830 Hill Ave, San Jose, CA 95101"
Wang Private Wlth,Clearwater Capital Group,"Zhang, Rachel",,Rachel Zhang|Helen Torres|Andy Zhang|Sarah Parker|Jennifer Harris|Jacob Huang,"6899 Elm Ln, Miami, FL 33101"
Hill Adv,Kingsbridge Capital Advisors,,,Ed Hill|Amanda Liu|Lisa Evans|Megan Williams|Chris Parker|Mark Thompson|Mike Patel|Andy Wang|Jacob Collins|George Parker|Karen Turner,"8253 Commerce Ln, St. Louis, MO 63101"
Khan Inv Grp,Janney Montgomery Scott,"Evans, Nancy",nevans@janney.com,,
Evans Institutional Grp,Cambridge Investment Research,,rrivera@cambridgeinv.com,,
Wright Wlth Adv,Edward Jones,"Phillips, Joe",,,"1079 Willow Dr, Baltimore, MD 21201"
Taylor Cap Ptnrs,Highfield Asset Management,,,,"8402 Commerce Dr, Dallas, TX 75201"
Liu Fin Ptnrs,Northgate Investment Partners,Amanda Liu,aliu@northgateinv.com,Amanda Liu|Helen Taylor,"1906 Lincoln Ave, Seattle, WA 98101"
Turner & Associates,Raymond James Financial Services,Emily Turner,,Emily Turner|Linda Gomez|Emily Khan|Mike Nguyen|Joe Rivera,
& Johnson Ptnrs,Highfield Asset Management,"Stewart, Don",,,"4401 Spring Ave, Houston, TX 77001"
King Private Wlth Grp,Robert W. Baird & Co.,"Smith, Paul",,,"9685 Elm Rd, Portland, OR 97201"
Smith Private Wlth Grp,Securities America,Ron Zhang,,,
Johnson Private Wlth Grp,Hilliard Lyons,Tim Nguyen,tim.nguyen@hl.com,Tim Nguyen|Rick Nguyen|Ed Allen|Bill Scott|Patricia White|Matt Baker|Sandra Yang|Patricia Adams|Chris Nguyen,"5988 Cedar Rd, Charlotte, NC 28201"
Smith Family Wlth Grp,Cambridge Investment Research,Charles Khan,charles.khan@cambridgeinv.com,,"1552 Hill Ave, Philadelphia, PA 19101"
Allen Tax & Wlth Grp,Wells Fargo Advisors,,jacob.williams@wellsfargoadv.com,Jacob Williams|Rachel Zhang|Ron Diaz|Lisa King|Sandra Phillips,
Thomas Wlth Adv,Securities America,Emily Khan,,,"8068 Park Ln, Boston, MA 02101"
Tax & Wlth Grp,Securities America,Joe Stewart,joe.stewart@secam.com,,"8627 Maple Ln, Denver, CO 80201"
Lee Wlth Mgmt,Kingsbridge Capital Advisors,,,,
Collins Family Wlth Grp,Robert W. Baird & Co.,,,,"2137 Oak Court, Baltimore, MD 21201"
Khan Cap Ptnrs,Harborview Private Wealth,,,,
Nguyen Ptnrs,Parkside Wealth Strategies,,,,"5538 Oak Rd, Washington, DC 20001"
Wang Private Wlth,Clearwater Capital Group,,,Jennifer Williams|Tony Roberts|Dorothy Liu|Matt Morgan,"4362 Park St, Washington, DC 20001"
Miller Adv Grp,Janney Montgomery Scott,,,Dan Roberts|Kev Nguyen|Tim Wright,
Collins Ptnrs,Clearwater Capital Group,Patricia Adams,,Patricia Adams|Ron King|Don King|Kev Hill,"9302 Jefferson Blvd, Las Vegas, NV 89101"
Family Wlth Grp,Merrill Lynch Pierce Fenner & Smith,"Thomas, Amanda",amanda.thomas@ml.com,Amanda Thomas|Megan Evans|Jacob Mitchell|Margaret Roberts,"4070 Lincoln Rd, Chicago, IL 60601"
Edwards Adv,Meridian Private Wealth,David Edwards,edwardsd@meridianpw.com,David Edwards|Ryan Taylor|Ron Torres,"7214 Madison Rd, Austin, TX 78701"
Diaz Adv Grp,Securities America,Ryan Diaz,ryan.diaz@secam.com,,
Kim Portfolio Grp,Woodbury Financial Services,Rachel Edwards,,Rachel Edwards|Bill Diaz|Linda King,
Thompson Portfolio Grp,LPL Financial,,,,"7394 Willow Ln, San Francisco, CA 94101"
Khan Asset Mgmt,Meridian Private Wealth,Jacob Stewart,jstewart@meridianpw.com,,"5557 Park Court, Indianapolis, IN 46201"
Garcia Cap,Crestwood Family Office,,,Mark White|Lisa Patel|Tony Diaz|Jacob Cruz,"2190 Maple Dr, Memphis, TN 38101"
Rivera Adv Grp,Janney Montgomery Scott,"Campbell, Dan",dcampbell@janney.com,,"5601 Spring Way, Dallas, TX 75201"
Moore Cap Grp,Raymond James Financial Services,Nancy Johnson,,Nancy Johnson|Ryan Wright|Dan Jones|Ryan Jones,"4791 Oak Pkwy, Philadelphia, PA 19101"
Hall Adv Grp,Hilliard Lyons,"Hall, Bill",,Bill Hall|Sandra Mitchell,"4794 Lincoln Ln, Minneapolis, MN 55401"
Turner Ptnrs,Crestwood Family Office,Emily Turner,,,"2584 Hill Way, Kansas City, MO 64101"
Parker Tax & Wlth Grp,Securities America,Matt Patel,mpatel@secam.com,,
Wright Cap Grp,Edward Jones,"Carter, Mike",,Mike Carter|Tom Thomas,"1846 Cedar Ln, Phoenix, AZ 85001"
Miller Wlth Ptnrs,Hilliard Lyons,Steve Miller,,,
Williams Wlth Ptnrs,Oppenheimer & Co.,Matt Jackson,matt.jackson@opco.com,,"5373 Lincoln Way, Chicago, IL 60601"
Private Client Grp,Wells Fargo Advisors,"Wilson, George",,George Wilson|Matt Wang|Karen Torres|Patricia Nelson,"1745 Washington Ln, Philadelphia, PA 19101"
Thomas Private Wlth,Ridgeway Wealth Management,,,Tom Scott|Tony Thomas|Patricia Martin|Dan Hall,
Lee Grp,Harborview Private Wealth,,,Sarah Adams|Ashley Garcia|Emily Nelson|Don Anderson|Jason Allen|Kev Kim,"9318 Park Ave, Atlanta, GA 30301"
Carter Private Wlth Grp,Edward Jones,,tim.carter@edwardjones.com,,
Wright Asset Mgmt Grp,LPL Financial,Emily Hill,,,
Green & Patel Adv,Harborview Private Wealth,Helen Green,,Helen Green|Brian Davis|Kev Roberts|Andy Carter|Ed Nelson|Paul Nguyen,"9422 Park Court, Charlotte, NC 28201"
Harris Institutional Grp,Wells Fargo Advisors,"White, Mark",,,"1467 Main St, Las Vegas, NV 89101"
Zhang Tax & Wlth Grp,Wells Fargo Advisors,,,Karen Harris|Tony Wright|Tony Thomas|Chris Liu|Patricia Williams,"5455 Lincoln Dr, Denver, CO 80201"
Retirement Solutions Grp,Raymond James Financial Services,,,,
Tax & Wlth Grp,Merrill Lynch Pierce Fenner & Smith,Don Taylor,,,"1198 Lincoln Pl, New York, NY 10022"
Chen Fin Grp,Woodbury Financial Services,Brian Young,brian.young@woodburyfs.com,Brian Young|Jeff Thomas|David Johnson|Jennifer Scott,"3487 Lincoln Pl, Minneapolis, MN 55401"
Jones Institutional Grp,Ameriprise Financial Services,,jeff.adams@ampf.com,Jeff Adams|Emily Flores,
Wang & Associates,UBS Financial Services,Helen Wang,,,
Thomas Wlth,Highfield Asset Management,,kanderson@highfieldam.com,,"4388 Hill Pl, Washington, DC 20001"
Green Ptnrs,Harborview Private Wealth,"Mitchell, Joe",,,
Brown & Associates,Ridgeway Wealth Management,,creyes@ridgewaywm.com,,
Scott Wlth Mgmt Grp,UBS Financial Services,,,,"1397 Lake Rd, Atlanta, GA 30301"
Martin Private Wlth Grp,Stifel Nicolaus & Company,,,,
Young & Wang Adv,Crestwood Family Office,Dan Young,youngd@crestwoodfo.com,Dan Young|Steve Johnson|Jessica Garcia,
Collins & Cruz Ptnrs,Ameriprise Financial Services,Andy Collins,,,"4629 Willow Dr, Houston, TX 77001"
Rivera Cap,Summit Peak Advisors,Ed Brown,,Ed Brown|Chris Moore|Steve Edwards,"413 Cedar Court, Washington, DC 20001"
Nguyen & Associates,Janney Montgomery Scott,Jacob Nguyen,,,"2114 Hill Blvd, St. Louis, MO 63101"
Phillips Family Office,Harborview Private Wealth,,,Dorothy Yang|Patricia Wright|Matt Miller,
Harris & Roberts Adv,Kingsbridge Capital Advisors,,,Tony Harris|Linda Phillips|Patricia Smith,"7306 Elm Pl, New York, NY 10022"
Brown Portfolio Grp,Securities America,,,,"3961 Commerce Pl, San Francisco, CA 94101"
Wilson Wlth Mgmt Grp,Merrill Lynch Pierce Fenner & Smith,Charles Wright,,,"1981 Lake Dr, San Jose, CA 95101"
Wright Family Office,Meridian Private Wealth,,,Dan Thompson|Bill Thomas|Don Jones|Rick Scott|Tim Martin|Andy Harris,
Flores Wlth Adv,Merrill Lynch Pierce Fenner & Smith,,,,
Johnson & Huang Adv,National Planning Holdings,"Johnson, Amanda",,Amanda Johnson|Kev Wright|Matt Zhang|Tim Nguyen|Sandra Hall,
Hill Wlth Ptnrs,Merrill Lynch Pierce Fenner & Smith,Megan Yang,yangm@ml.com,Megan Yang|Dan Rivera|Ryan Turner|Barbara Brown|Ken Roberts,"6960 Park Pl, Portland, OR 97201"
Tax & Wlth Grp,Raymond James Financial Services,Joe Jones,,,
Jackson & Associates,Woodbury Financial Services,,jacksone@woodburyfs.com,Emily Jackson|Sarah Carter|Don Diaz|Mark Scott|Dan Davis,
Hall & Associates,Ridgeway Wealth Management,,megan.hall@ridgewaywm.com,,"6449 Main Ln, Dallas, TX 75201"
Jones Private Wlth,Crestwood Family Office,"Jones, Brian",brian.jones@crestwoodfo.com,Brian Jones|Barbara Jackson,
Thomas Inv Grp,Wells Fargo Advisors,,,,
Thomas Family Office,Kingsbridge Capital Advisors,Sandra Cruz,,,"4975 Jefferson Blvd, Phoenix, AZ 85001"
& Hall Adv,Janney Montgomery Scott,,nguyenm@janney.com,,"6951 Commerce Pkwy, Denver, CO 80201"
Flores Family Wlth Grp,Woodbury Financial Services,Kev Garcia,,,
Carter Cap,Crestwood Family Office,Jim Adams,adamsj@crestwoodfo.com,,"1650 Jefferson St, Miami, FL 33101"
Young Portfolio Grp,Janney Montgomery Scott,,megan.young@janney.com,,
Moore & Miller Grp,Oppenheimer & Co.,Ron Moore,moorer@opco.com,Ron Moore|Barbara Nelson|Emily King,"579 Madison Court, Miami, FL 33101"
Jones Inv Ptnrs,Harborview Private Wealth,,,,"1486 Main Pkwy, Raleigh, NC 27601"
Adams Asset Mgmt,Crestwood Family Office,,,Jennifer Adams|Sandra Roberts|Jeff Chen|Mike Cruz|Ashley Patel|Brian Khan|Bill Scott,
Brown Retirement Solutions Grp,Morgan Stanley Wealth Management,"Chen, Paul",pchen@morganstanley.com,Paul Chen|Tom Baker,
Retirement Solutions Grp,Edward Jones,"Nguyen, Steve",,Steve Nguyen|Kev Roberts|Jennifer Edwards|Rick Edwards|Tony Adams|David Scott,"2376 Lake Court, Portland, OR 97201"
Gomez & Associates,Ridgeway Wealth Management,,,Rachel Garcia|Margaret Wilson|Brian Cruz,
Carter Inv Grp,Hilliard Lyons,,,Chris Turner,"3746 Highland Pkwy, San Antonio, TX 78201"
Turner Private Client Grp,Wells Fargo Advisors,"Jones, Barbara",,Barbara Jones|Dorothy Phillips|Chris Adams|Nancy Adams|Chris Harris,
Turner Wlth Adv,DA Davidson & Co.,Nancy Mitchell,,,"4901 Elm Pkwy, Phoenix, AZ 85001"
Thompson Adv Grp,Oppenheimer & Co.,Mark Brown,,Mark Brown|Susan Jones|Ken Cruz,
Evans Institutional Grp,Janney Montgomery Scott,"Liu, Matt",,Matt Liu|Rachel Rivera|David Jones,"2121 Market Way, Washington, DC 20001"
Morris Wlth Mgmt Grp,Edward Jones,,sandra.smith@edwardjones.com,,
Turner Fin Grp,Merrill Lynch Pierce Fenner & Smith,Emily Morgan,emorgan@ml.com,Emily Morgan|Jim Nelson|Ryan Thompson|Emily Wright,
Young Adv Grp,UBS Financial Services,,,Matt Davis|Brian Smith|Susan Thompson|Ryan Kim|Margaret Young|Ryan Morgan,"2898 Cedar Pkwy, San Francisco, CA 94101"
Garcia Retirement Solutions Grp,Wells Fargo Advisors,Margaret Garcia,garciam@wellsfargoadv.com,,"6289 Park Ln, Washington, DC 20001"
Yang & Associates,Meridian Private Wealth,,,Lisa Gomez|Linda Smith|Emily Carter,
Parker Wlth Ptnrs,Commonwealth Financial Network,,,,
Davis Family Wlth Grp,Woodbury Financial Services,"Davis, Paul",,Paul Davis|David Khan,"5446 Willow Court, Houston, TX 77001"
Khan Private Wlth Grp,Cambridge Investment Research,"Campbell, Chris",,,
Morgan Ptnrs,Summit Peak Advisors,,nguyenj@summitpeakadv.com,,
Asset Mgmt Grp,UBS Financial Services,Ken Khan,,Ken Khan|Kev Patel|Barbara Taylor|Andy Campbell|Ashley Davis,
Private Wlth Grp,Cambridge Investment Research,"Smith, Susan",,,"4534 Highland Ave, New York, NY 10022"
Hill Wlth Adv,Ameriprise Financial Services,Tim Young,,,"9652 Jefferson Court, Phoenix, AZ 85001"
Thomas Asset Mgmt,Meridian Private Wealth,"Wright, Rick",rick.wright@meridianpw.com,,
Baker Adv,Harborview Private Wealth,Sandra Allen,,Sandra Allen|Chris Miller|Tim Garcia,"127 Highland St, Memphis, TN 38101"
Liu Retirement Solutions Grp,Janney Montgomery Scott,,george.mitchell@janney.com,,"1613 River Dr, Miami, FL 33101"
Private Client Grp,National Planning Holdings,,knelson@nph.com,Kev Nelson,
Gomez Cap Ptnrs,Parkside Wealth Strategies,"Scott, Tom",scottt@parksidewealth.com,Tom Scott|Mike Martin|David Smith|Matt Torres,"6977 Lake Dr, Denver, CO 80201"
Torres & Associates,Wells Fargo Advisors,,amanda.torres@wellsfargoadv.com,,"1519 Oak Dr, Philadelphia, PA 19101"
Hill & Reyes Adv,Ridgeway Wealth Management,Jason Hill,,,
Morgan Wlth Adv,Cambridge Investment Research,"Morgan, Ken",,Ken Morgan|Megan Wilson,
Adams Inv Grp,Oppenheimer & Co.,George Anderson,,,
Hill & Wright Grp,Edward Jones,"Hill, Brian",,,"519 Maple Ln, Atlanta, GA 30301"
Johnson Wlth,Highfield Asset Management,,,,"7290 Lincoln Ln, New York, NY 10022"
Jackson Retirement Solutions Grp,Securities America,"Moore, Amanda",moorea@secam.com,Amanda Moore|Patricia Williams|Jacob Huang|Karen Edwards|Joe Garcia,
Lee Tax & Wlth Grp,Ameriprise Financial Services,"Mitchell, Chris",chris.mitchell@ampf.com,,"2703 Madison Pl, Miami, FL 33101"
Hill Asset Mgmt Grp,Cetera Financial Group,,riveras@cetera.com,Sandra Rivera|David Lee|Ken Wright|Chris Campbell,
Williams Tax & Wlth Grp,Wells Fargo Advisors,,,,"8196 Cedar Court, New York, NY 10001"
& Chen Adv,Kingsbridge Capital Advisors,,,,
Scott Wlth Mgmt Grp,Cetera Financial Group,Charles Cruz,charles.cruz@cetera.com,,
Edwards Asset Mgmt,Northgate Investment Partners,,edwardsg@northgateinv.com,George Edwards|Paul Moore|Chris Gomez,"8562 Park St, Kansas City, MO 64101"
& Lee Grp,Woodbury Financial Services,"Chen, George",cheng@woodburyfs.com,George Chen|Ron Edwards,
Collins Adv Grp,Morgan Stanley Wealth Management,Dan Jones,,,"3688 Highland Pkwy, Portland, OR 97201"
Brown Adv Grp,Robert W. Baird & Co.,,jbrown@rwbaird.com,Jim Brown|George Roberts|George Chen,"8127 Madison Pl, St. Louis, MO 63101"
Chen Cap Grp,Morgan Stanley Wealth Management,,,Jason Roberts|Sarah Evans|Ed Wang|Dorothy Stewart|Steve Mitchell|Susan Reyes,
Smith Cap Grp,Woodbury Financial Services,Emily Smith,,Emily Smith|Ryan Roberts|Joe Campbell|Ryan Thomas|Jacob Campbell|Margaret Liu,"6504 Lincoln Pkwy, Philadelphia, PA 19101"
Morris Wlth Adv,Robert W. Baird & Co.,Tim Adams,,Tim Adams|David Flores|Ron Thomas|Nancy Adams,
Nelson Grp,Highfield Asset Management,,,Ken Liu|Emily Collins|Ken Kim|Ed Patel|Dan Edwards|Rick Scott|Emily Kim|Susan Davis,
Collins Asset Mgmt,Meridian Private Wealth,,torrese@meridianpw.com,,"7671 Highland Court, St. Louis, MO 63101"
Williams Private Wlth,Clearwater Capital Group,,,,"725 Highland Way, Minneapolis, MN 55401"
Garcia Asset Mgmt,Clearwater Capital Group,,jgarcia@clearwatercap.com,Jessica Garcia|Tim Torres|John Miller,"8892 Lincoln Way, Nashville, TN 37201"
Brown Fin Grp,Cambridge Investment Research,Dorothy Brown,,Dorothy Brown|Rick Harris,"4660 Maple Rd, Miami, FL 33101"
Lee Institutional Grp,Robert W. Baird & Co.,Mike Flores,,Mike Flores|Dan Mitchell|Ken Johnson|Andy Nguyen|Dan Allen,
Green Institutional Grp,Commonwealth Financial Network,Andy Anderson,,Andy Anderson|Tony Flores,"3311 Willow Way, Minneapolis, MN 55401"
White Wlth Mgmt Grp,Commonwealth Financial Network,Margaret Johnson,johnsonm@commonwealth.com,,
Morris Cap,Highfield Asset Management,"Smith, Ron",smithr@highfieldam.com,Ron Smith|Margaret Miller|Linda Nelson|Matt Brown|Mike Turner|Patricia Williams,"1129 Oak Pkwy, Kansas City, MO 64101"
Roberts Ptnrs,Summit Peak Advisors,,jjohnson@summitpeakadv.com,Jason Johnson|Brian Patel|Paul Hill|Ashley Flores|Bill Nelson|John Phillips,
Davis & Young Grp,National Planning Holdings,"Davis, Karen",davisk@nph.com,,"749 Willow Ln, Philadelphia, PA 19101"
Family Wlth Grp,Raymond James Financial Services,Bill Brown,,Bill Brown|Ryan Wang,
Morris Inv Ptnrs,Summit Peak Advisors,Ron Chen,,Ron Chen|Bob Wang|Karen Reyes|Barbara Nelson|Steve Nelson,"4979 Maple Pl, San Diego, CA 92101"
